"NUMQ","FET","CONTFET","DELICTE","VEHIMV","ONV","CONFADR","MUNI_FET","MUNI_FET_1A3","DISTRICTE_FET","BARRI_FET","BARRI_FET_TOTAMB","ONP","ESTACIO_FET","TRANSP_FET","TRANSP_LINIA_FET","TRANSP_ESTACIO_LINIA_FET","VAL_AFEC","NOT_AGRE_1A3","QUI01_AGRE","SIG","MOT_A","MOT_B","MOT_C","MOT_D","MOT_E","MOT_F","MOT_G","MOT_H","MOT_J","MOT_08","MOT_09","MOT_10","MOT_11","MOT_12","MOT_13","MOT_14","MOT_15","MOT_16","MOT_17","MOT_18","MOT_19","MOT_95","DISTRICTE_RES","SEXE","EDAT1699_1A4","NACIO_ACT_UE","NIVELLSOCIO_LLAR","HAB_PERS_1A4","AMBIT","CONSUM","I_ATRACCIO","PES"
202591,"INTENT/S D'ESTREBADA","SEGON CAS","SÍ",,,,"BARCELONA","BARCELONA","EIXAMPLE","LA DRETA DE L'EIXAMPLE","LA DRETA DE L'EIXAMPLE","A UN CARRER TRANSITAT",,,,,"5","NO CONTESTA",,"NO CONTESTA",,,,,,,,,,,,,,,,,,,,,,,"SANTS-MONTJUÏC","HOME","DE 45 A 64 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","NO","ALTRES DISTRICTES",1.18653040943602
202591,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","SANTS - MONTJUÏC","SANTS","SANTS","A UNA PLAÇA",,,,,"6","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","NO","NO","NO","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANTS-MONTJUÏC","HOME","DE 45 A 64 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",1.18653040943602
202591,"INTENT/S DE ROBATORI DEL TELÈFON MÒBIL","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SANTS-MONTJUÏC","HOME","DE 45 A 64 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","NO",,1.18653040943602
202591,"INTENT/S DE ROBATORI DEL TELÈFON MÒBIL","SEGON CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SANTS-MONTJUÏC","HOME","DE 45 A 64 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","NO",,1.18653040943602
202592,"INTENT/S DE ROBATORI AL SEU DOMICILI","PRIMER CAS","SÍ",,,"SÍ","BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL",,,,,,"3","NO CONTESTA",,"NO, NO HO VA DENUNCIAR","NO","SÍ","SÍ","SÍ","SÍ","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","DUES","DOMICILI","NO","MATEIX DISTRICTE",0.566765184413571
202592,"ATRACAMENT AMB AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER AMB POCA GENT",,,,,"3","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","NO","NO","SÍ","SÍ","SÍ","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","DUES","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",0.566765184413571
202592,"ATRACAMENT AMB AMENACES O VIOLÈNCIA","SEGON CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","DUES","SEGURETAT PERSONAL","SÍ",,0.566765184413571
202592,"ATRACAMENT AMB AMENACES O VIOLÈNCIA","TERCER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","DUES","SEGURETAT PERSONAL","SÍ",,0.566765184413571
202592,"INTENT/S D'ESTREBADA","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","DUES","SEGURETAT PERSONAL","NO",,0.566765184413571
202592,"ROBATORI/S DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER TRANSITAT",,,,,"5","SÍ","NO CONTESTA","NO, NO HO VA DENUNCIAR","NO","SÍ","SÍ","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","DUES","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",0.566765184413571
202592,"ROBATORI/S DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","SEGON CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UNA PLAÇA",,,,,"2","NO CONTESTA",,"NO, NO HO VA DENUNCIAR","NO","SÍ","SÍ","SÍ","SÍ","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","CIUTAT VELLA","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","DUES","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",0.566765184413571
202592,"ROBATORI/S DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BADALONA","RESTA MUNICIPIS DE L'AMB",,,"NO HO SAP","A UN CARRER TRANSITAT",,,,,"4","NO CONTESTA",,"NO CONTESTA",,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","DUES","SEGURETAT PERSONAL","SÍ","FORA DE BARCELONA",0.566765184413571
202592,"ROBATORI/S DEL TELÈFON MÒBIL","SEGON CAS","SÍ",,,,"BARCELONA","BARCELONA","NO HO SAP","NO HO SAP","NO HO SAP","A UNA PLAÇA",,,,,"5","NO CONTESTA",,"NO CONTESTA",,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","DUES","SEGURETAT PERSONAL","SÍ","NO HO SAP",0.566765184413571
202592,"INTENT/S DE ROBATORI DEL TELÈFON MÒBIL","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","DUES","SEGURETAT PERSONAL","NO",,0.566765184413571
202592,"INTENT/S DE ROBATORI D'ALTRES DISPOSITIUS ELECTRÒNICS","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","DUES","SEGURETAT PERSONAL","NO",,0.566765184413571
202592,"INTENT/S DE ROBATORI D'ALTRES DISPOSITIUS ELECTRÒNICS","SEGON CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","DUES","SEGURETAT PERSONAL","NO",,0.566765184413571
202592,"AGRESSIÓ FÍSICA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER TRANSITAT",,,,,"5","NO CONTESTA",,"NO CONTESTA",,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","DUES","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",0.566765184413571
202592,"AGRESSIÓ FÍSICA","SEGON CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","DUES","SEGURETAT PERSONAL","SÍ",,0.566765184413571
202592,"AGRESSIÓ FÍSICA","TERCER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","DUES","SEGURETAT PERSONAL","SÍ",,0.566765184413571
202592,"INTENT/S D'AGRESSIÓ FÍSICA","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","DUES","SEGURETAT PERSONAL","NO",,0.566765184413571
202592,"INTENT/S D'AGRESSIÓ FÍSICA","SEGON CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","DUES","SEGURETAT PERSONAL","NO",,0.566765184413571
202592,"COBRAR INDEGUDAMENT INSPECCIONS DE SERVEIS","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","DUES","SEGURETAT PERSONAL","SÍ",,0.566765184413571
202595,"ROBATORI/S AL SEU DOMICILI","PRIMER CAS","SÍ",,,"SÍ","BARCELONA","BARCELONA","LES CORTS","LES CORTS","LES CORTS",,,,,,"8","NO, I NO SAP QUI HO VA FER",,"SÍ, HO VA DENUNCIAR I VA FIRMAR UN DOCUMENT",,,,,,,,,,,,,,,,,,,,,,,"LES CORTS","DONA","DE 45 A 64 ANYS","ESPANYOLA","MITJÀ","TRES","DOMICILI","SÍ","MATEIX DISTRICTE",0.558992978233768
202599,"ROBATORI/S SENSE VIOLÈNCIA A LA SEVA BOTIGA O NEGOCI","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 45 A 64 ANYS","ESPANYOLA","MITJÀ","QUATRE O MÉS","NEGOCI","SÍ",,0.336494298355439
202599,"ROBATORI/S SENSE VIOLÈNCIA A LA SEVA BOTIGA O NEGOCI","SEGON CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 45 A 64 ANYS","ESPANYOLA","MITJÀ","QUATRE O MÉS","NEGOCI","SÍ",,0.336494298355439
202599,"ROBATORI/S SENSE VIOLÈNCIA A LA SEVA BOTIGA O NEGOCI","TERCER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 45 A 64 ANYS","ESPANYOLA","MITJÀ","QUATRE O MÉS","NEGOCI","SÍ",,0.336494298355439
202600,"ROBATORI/S SENSE VIOLÈNCIA A LA SEVA BOTIGA O NEGOCI","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL BARRI GÒTIC","EL BARRI GÒTIC",,,,,,"5","NO, I NO SAP QUI HO VA FER",,"SÍ, HO VA DENUNCIAR PERÒ NO VA ARRIBAR A FIRMAR CAP DOCUMENT","NO","NO","SÍ","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANTS-MONTJUÏC","DONA","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","NO CONTESTA","NEGOCI","SÍ","ALTRES DISTRICTES",0.842971661718118
202600,"INTENT/S DE ROBATORI DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","DURANT EL TRAJECTE, DINS UN VAGÓ DE METRO, DE FGC, DE TRAMVIA, DE TREN O D'AUTOBÚS",,"METRO","METRO - LÍNIA 1 (VERMELLA)","L1","5","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","NO","NO","SÍ","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANTS-MONTJUÏC","DONA","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","NO CONTESTA","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",0.842971661718118
202601,"CÀRRECS INDEGUTS A LA TARGETA BANCÀRIA O EXTRACCIÓ DE COMPTES BANCARIS","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NOU BARRIS","HOME","DE 30 A 44 ANYS","ESPANYOLA","ALT","TRES","SEGURETAT PERSONAL","SÍ",,0.876434905305805
202601,"CÀRRECS INDEGUTS A LA TARGETA BANCÀRIA O EXTRACCIÓ DE COMPTES BANCARIS","SEGON CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NOU BARRIS","HOME","DE 30 A 44 ANYS","ESPANYOLA","ALT","TRES","SEGURETAT PERSONAL","SÍ",,0.876434905305805
202604,"INTENT/S D'ATRACAMENT AMB AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","SANT PERE, SANTA CATERINA I LA RIBERA","SANT PERE, SANTA CATERINA I LA RIBERA","A UN CARRER AMB POCA GENT",,,,,"8","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","NO","NO","NO","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 30 A 44 ANYS","RESTA PAÏSOS","MITJÀ","TRES","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",0.533888821647057
202604,"INTENT/S D'ATRACAMENT AMB AMENACES O VIOLÈNCIA","SEGON CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","SANT PERE, SANTA CATERINA I LA RIBERA","SANT PERE, SANTA CATERINA I LA RIBERA","A UNA PLAÇA",,,,,"8","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","NO","NO","NO","NO","NO","SÍ","SÍ","SÍ","NO","NO","NO","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 30 A 44 ANYS","RESTA PAÏSOS","MITJÀ","TRES","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",0.533888821647057
202607,"ROBATORI/S D’ACCESSORIS O PARTS DEL VEHICLE","PRIMER CAS","SÍ","BICICLETA","AL CARRER",,"BARCELONA","BARCELONA","SANT MARTÍ","EL BESÒS I EL MARESME","EL BESÒS I EL MARESME",,,,,,"1","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","SÍ","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","SANT MARTÍ","DONA","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","DUES","VEHICLE","SÍ","MATEIX DISTRICTE",0.958423977092477
202607,"INTENT/S DE ROBATORI DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","NO UBICABLE","NO UBICABLE","NO UBICABLE","A UN BAR O RESTAURANT",,,,,"1","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","SÍ","NO","NO","NO","NO","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANT MARTÍ","DONA","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","DUES","SEGURETAT PERSONAL","NO","NO UBICABLE",0.958423977092477
202608,"ROBATORI/S D’OBJECTES DE L’INTERIOR DEL VEHICLE","PRIMER CAS","SÍ","COTXE","AL CARRER",,"BARCELONA","BARCELONA","SARRIÀ - SANT GERVASI","SANT GERVASI-LA BONANOVA","SANT GERVASI-LA BONANOVA",,,,,,"8","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SARRIÀ-SANT GERVASI","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","VIU SOL/A","VEHICLE","SÍ","MATEIX DISTRICTE",0.83700628167404
202608,"INTENT/S D'ATRACAMENT AMB AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","EIXAMPLE","LA DRETA DE L'EIXAMPLE","LA DRETA DE L'EIXAMPLE","A UN CARRER TRANSITAT",,,,,"9","SÍ","NO EL/LA CONEIXIA","NO HO SAP / NO HO RECORDA",,,,,,,,,,,,,,,,,,,,,,,"SARRIÀ-SANT GERVASI","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","VIU SOL/A","SEGURETAT PERSONAL","NO","ALTRES DISTRICTES",0.83700628167404
202609,"INTENT/S D'ESTREBADA","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LES CORTS","HOME","DE 30 A 44 ANYS","ESPANYOLA","ALT","QUATRE O MÉS","SEGURETAT PERSONAL","NO",,0.572347170554574
202609,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","LES CORTS","LES CORTS","LES CORTS","A UN CARRER TRANSITAT",,,,,"5","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","SÍ","SÍ","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","LES CORTS","HOME","DE 30 A 44 ANYS","ESPANYOLA","ALT","QUATRE O MÉS","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",0.572347170554574
202609,"INTENT/S DE ROBATORI DEL TELÈFON MÒBIL","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LES CORTS","HOME","DE 30 A 44 ANYS","ESPANYOLA","ALT","QUATRE O MÉS","SEGURETAT PERSONAL","NO",,0.572347170554574
202612,"ROBATORI/S DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER TRANSITAT",,,,,"7","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 45 A 64 ANYS","ESPANYOLA","MITJÀ","TRES","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",0.334371241745041
202612,"ROBATORI/S DEL TELÈFON MÒBIL","SEGON CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER TRANSITAT",,,,,"7","NO, I NO SAP QUI HO VA FER",,"NO CONTESTA",,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","DONA","DE 45 A 64 ANYS","ESPANYOLA","MITJÀ","TRES","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",0.334371241745041
202613,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","DURANT EL TRAJECTE, DINS UN VAGÓ DE METRO, DE FGC, DE TRAMVIA, DE TREN O D'AUTOBÚS",,"METRO","METRO - LÍNIA 1 (VERMELLA)","L1","0 = NO LI VA AFECTAR GENS","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","NO","NO","SÍ","NO","SÍ","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANT MARTÍ","DONA","DE 16 A 29 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",1.20774195911555
202616,"ROBATORI/S DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","EIXAMPLE","LA DRETA DE L'EIXAMPLE","LA DRETA DE L'EIXAMPLE","A UN CARRER TRANSITAT",,,,,"2","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","L'EIXAMPLE","DONA","DE 30 A 44 ANYS","RESTA PAÏSOS","MITJÀ","DUES","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",1.13388180316442
202616,"CÀRRECS INDEGUTS A LA TARGETA BANCÀRIA O EXTRACCIÓ DE COMPTES BANCARIS","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L'EIXAMPLE","DONA","DE 30 A 44 ANYS","RESTA PAÏSOS","MITJÀ","DUES","SEGURETAT PERSONAL","SÍ",,1.13388180316442
202620,"ROBATORI/S DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL BARRI GÒTIC","EL BARRI GÒTIC","A UN CARRER AMB POCA GENT",,,,,"5","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","NO","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 45 A 64 ANYS","ESPANYOLA","BAIX","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",0.334371241745041
202621,"ALTRA ESTAFA O FRAU","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NOU BARRIS","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","SÍ",,0.788795292977381
202623,"ROBATORI/S D’ACCESSORIS O PARTS DEL VEHICLE","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LES CORTS","HOME","DE 16 A 29 ANYS","ESPANYOLA","MITJÀ","QUATRE O MÉS","VEHICLE","SÍ",,0.460882723745909
202624,"ROBATORI/S DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","DURANT EL TRAJECTE, DINS UN VAGÓ DE METRO, DE FGC, DE TRAMVIA, DE TREN O D'AUTOBÚS",,"METRO","METRO - LÍNIA 5 (BLAVA)","L5","4","NO, I NO SAP QUI HO VA FER",,"NO CONTESTA",,,,,,,,,,,,,,,,,,,,,,,"LES CORTS","DONA","DE 45 A 64 ANYS","ESPANYOLA","MITJÀ","TRES","SEGURETAT PERSONAL","SÍ","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",0.558992978233768
202626,"ROBATORI/S DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","SANT MARTÍ","LA VERNEDA I LA PAU","LA VERNEDA I LA PAU","A UN CARRER TRANSITAT",,,,,"8","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NOU BARRIS","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","SÍ","ALTRES DISTRICTES",0.788795292977381
202626,"INTIMIDACIONS, COACCIONS O AMENACES","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","EIXAMPLE","LA DRETA DE L'EIXAMPLE","LA DRETA DE L'EIXAMPLE","A UN CARRER AMB POCA GENT",,,,,"8","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NOU BARRIS","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","SÍ","ALTRES DISTRICTES",0.788795292977381
202629,"ROBATORI/S AL SEU DOMICILI","PRIMER CAS","SÍ",,,"SÍ","BARCELONA","BARCELONA","GRÀCIA","LA SALUT","LA SALUT",,,,,,"6","NO, I NO SAP QUI HO VA FER",,"SÍ, HO VA DENUNCIAR I VA FIRMAR UN DOCUMENT",,,,,,,,,,,,,,,,,,,,,,,"GRÀCIA","HOME","DE 16 A 29 ANYS","ESPANYOLA","MITJÀ","QUATRE O MÉS","DOMICILI","SÍ","MATEIX DISTRICTE",0.833642822713017
202632,"ALTRA ESTAFA O FRAU","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 45 A 64 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","SÍ",,0.336494298355439
